#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	NZ_CP024561.1	CP024561	4.51	44.7228	7	-	-	-	8	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed6	NZ_CP024562.1	CP024562	3.825	46.4837	5	-	-	-	6	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP024571.1	CP024571	187.611	53.0662	224	-	-	-	246	22
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP024572.1	CP024572	147.932	52.2808	159	-	-	-	184	25
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP024573.1	CP024573	90.173	50.6948	90	-	-	-	126	36
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP024574.1	CP024574	9.326	43.6629	14	-	-	-	17	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	NZ_CP024575.1	CP024575	3.825	46.4837	5	-	-	-	6	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP024500.1	CP024500	243.62	52.4887	218	-	-	-	272	54
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP024501.1	CP024501	212.195	44.2004	220	-	-	-	235	15
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP024502.1	CP024502	4.064	35.31	5	-	-	-	5	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP024503.1	CP024503	3.223	56.345	4	-	-	-	6	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pCRKP-1215_1	NZ_CP024839.1	CP024839	130.922	52.6268	134	-	-	-	158	24
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pCRKP-1215_2	NZ_CP024840.1	CP024840	96.185	52.6756	109	-	-	-	129	20
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pCRKP-1215_3	NZ_CP024841.1	CP024841	72.689	52.0491	67	-	-	-	83	16
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pCRKP-2297_1	NZ_CP024835.1	CP024835	112.15	52.2782	116	-	-	-	132	16
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pCRKP-2297_2	NZ_CP024836.1	CP024836	96.185	52.6756	109	-	-	-	129	20
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pCRKP-2297_3	NZ_CP024837.1	CP024837	69.628	52.173	64	-	-	-	77	13
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pAUSMDU3562-1	NZ_CP025006.1	CP025006	167.373	52.9882	172	-	-	-	202	30
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pAUSMDU3562-2	NZ_CP025007.1	CP025007	51.423	47.9144	55	-	-	-	67	12
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pAUSMDU8119-1	NZ_CP025009.1	CP025009	176.049	52.9137	184	-	-	-	214	30
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pAUSMDU8119-2	NZ_CP025010.1	CP025010	118.202	53.9103	131	-	-	-	149	18
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pNU-CRE047_1	NZ_CP025038.1	CP025038	199.686	53.1304	195	-	-	-	235	40
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pNU-CRE047_2	NZ_CP025039.1	CP025039	146.689	54.0906	173	-	-	-	194	21
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pNU-CRE047_3	NZ_CP025040.1	CP025040	83.541	53.9699	93	-	-	-	109	16
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pNU-CRE047_4	NZ_CP025041.1	CP025041	63.772	47.0426	64	-	-	-	92	28
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pNU-CRE047_5	NZ_CP025042.1	CP025042	35.713	51.7347	31	-	-	-	36	5
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pSGH10	NZ_CP025081.1	CP025081	231.583	50.1535	211	-	-	-	266	55
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	NR5632_p1	NZ_CP025144.1	CP025144	204.123	52.9833	256	-	-	-	266	10
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	NR5632_p2	NZ_CP025145.1	CP025145	149.158	52.9425	156	-	-	-	187	31
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	KP1768_p1	NZ_CP025141.1	CP025141	204.734	52.9819	258	-	-	-	267	9
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	KP1768_p2	NZ_CP025142.1	CP025142	152.23	52.8746	159	-	-	-	190	31
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	KP1766_p1	NZ_CP025147.1	CP025147	205.953	52.9708	259	-	-	-	269	10
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	KP1766_p2	NZ_CP025148.1	CP025148	161.986	53.4077	164	-	-	-	196	32
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pOXA-232	NZ_CM009032.1	CM009032	6.328	51.6119	7	-	-	-	9	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p18ES-342	NZ_CM008881.1	CM008881	332.674	46.9739	313	-	-	-	380	67
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM_18ES	NZ_CM008882.1	CM008882	110.432	54.8926	107	-	-	-	135	28
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p69-1	NZ_CP025457.1	CP025457	223.274	51.8242	212	-	-	-	250	38
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p69-2	NZ_CP025458.1	CP025458	128.563	54.5064	155	-	-	-	206	51
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p69-3	NZ_CP025459.1	CP025459	10.06	55.0596	14	-	-	-	14	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p69-4	NZ_CP025460.1	CP025460	5.596	51.1437	7	-	-	-	10	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p187-1	NZ_CP025467.1	CP025467	246.557	47.415	251	-	1	-	282	30
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p187-2	NZ_CP025468.1	CP025468	129.684	52.6187	137	-	-	-	166	29
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p187-3	NZ_CP025469.1	CP025469	3.353	42.8273	7	-	-	-	7	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p187-4	NZ_CP025470.1	CP025470	106.402	52.4567	123	-	-	-	139	16
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p44-1	NZ_CP025462.1	CP025462	261.706	47.5022	260	-	-	-	310	50
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p44-2	NZ_CP025463.1	CP025463	161.58	53.9473	195	-	-	-	254	59
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p44-3	NZ_CP025464.1	CP025464	10.06	55.0596	14	-	-	-	14	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p44-4	NZ_CP025465.1	CP025465	5.596	51.1437	7	-	-	-	10	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p002SK2_A	-	CP025516	159.714	52.5208	153	-	-	-	190	37
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p002SK2_B	-	CP025517	77.809	53.0286	85	-	-	-	102	17
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pDT1	-	CP019078	70.987	50.5332	85	-	-	-	87	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pDT12	-	CP019080	70.987	50.5304	86	-	-	-	87	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP8-1	-	CP025637	86.207	53.1082	66	-	-	-	72	6
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP8-2	-	CP025638	153.586	48.5956	137	-	-	-	183	46
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP9	NZ_CP025640.1	CP025640	190.47	50.3407	178	-	-	-	223	45
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP	NZ_CP025632.1	CP025632	169.967	51.0393	147	-	-	-	190	43
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP6-1	NZ_CP025634.1	CP025634	172.768	49.8345	156	-	-	-	205	49
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP6-2	NZ_CP025635.1	CP025635	110.182	49.0842	116	-	1	-	120	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP7	NZ_CP025642.1	CP025642	197.806	50.3306	173	-	-	-	223	50
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKp81_1	-	CP025817	101.557	52.3726	104	-	-	-	131	27
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKp81_2	-	CP025818	30.492	45.8481	37	-	-	-	45	8
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-bbef	NZ_CP026172.1	CP026172	243.967	46.2936	243	-	-	-	272	29
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-c4ac	NZ_CP026173.1	CP026173	64.271	53.6494	82	-	-	-	94	12
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-0d7f	NZ_CP026174.1	CP026174	93.68	54.2784	111	-	-	-	127	16
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC-0cc9	NZ_CP026175.1	CP026175	172.259	51.945	203	-	-	-	234	31
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-bb08	NZ_CP026176.1	CP026176	18.977	55.9467	22	-	-	-	28	6
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC-224e	NZ_CP026179.1	CP026179	237.571	51.4112	245	-	-	-	293	48
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-9729	NZ_CP026180.1	CP026180	97.198	51.9692	92	-	-	-	128	36
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-6a23	NZ_CP026181.1	CP026181	94.405	53.6084	115	-	-	-	131	16
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-0c4e	NZ_CP026182.1	CP026182	61.178	52.6774	56	-	-	-	69	13
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-dfda	NZ_CP026183.1	CP026183	6.974	50.0574	10	-	-	-	13	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-af73	NZ_CP026184.1	CP026184	60.046	52.0451	69	-	-	-	76	7
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-9a0d	NZ_CP026185.1	CP026185	40.784	50.125	47	-	-	-	54	7
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-3967	NZ_CP026186.1	CP026186	373.179	48.0322	356	-	-	-	417	61
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-8171	NZ_CP026393.1	CP026393	6.761	50.0666	9	-	-	-	12	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC-e937	NZ_CP026394.1	CP026394	63.725	53.5708	60	-	-	-	67	7
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC-edb7	NZ_CP026395.1	CP026395	80.642	51.7981	92	-	-	-	100	8
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-8c6e	NZ_CP026396.1	CP026396	144.072	51.6061	141	-	-	-	158	17
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-10f7	NZ_CP026397.1	CP026397	220.406	52.3538	226	-	-	-	255	29
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN-edaa	NZ_CP026398.1	CP026398	249.238	46.5206	249	-	-	-	270	21
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1	NZ_CP026587.1	CP026587	215.697	50.4536	195	-	-	-	242	47
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p2	NZ_CP026588.1	CP026588	126.149	52.2517	157	-	-	-	176	19
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p3	NZ_CP026589.1	CP026589	89.247	53.2567	109	-	-	-	141	32
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p4	NZ_CP026590.1	CP026590	49.215	52.7116	60	-	-	-	72	12
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	tig00000080_pilon	NZ_CP026752.1	CP026752	211.813	52.3561	200	-	-	-	240	40
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	tig00000084_pilon	NZ_CP026753.1	CP026753	70.73	52.8305	83	-	-	-	99	16
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP014121.1	CP014121	200.203	52.5277	195	-	-	-	229	34
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP014122.1	CP014122	25.882	55.3551	19	-	-	-	31	12
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP014124.1	CP014124	38.302	51.0417	34	-	-	-	49	15
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP014125.1	CP014125	21.714	53.302	8	-	-	-	27	19
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pGN-2	NZ_CP019161.1	CP019161	261.986	49.995	219	-	-	-	281	62
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	-	CP025212	145.759	52.2499	132	-	-	-	174	42
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	-	CP025213	103.957	52.4534	72	-	-	-	112	40
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	-	CP025214	87.395	52.1357	87	-	-	-	123	36
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	-	CP025215	68.637	45.694	68	-	-	-	93	25
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP027147.1	CP027147	4.223	48.8515	6	-	-	-	7	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	NZ_CP027148.1	CP027148	47.286	51.4677	43	-	-	-	48	5
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed8	NZ_CP027149.1	CP027149	33.772	49.2597	37	-	1	-	43	5
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP027150.1	CP027150	65.684	55.3011	65	-	-	-	81	16
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed10	NZ_CP027151.1	CP027151	6.451	51.9919	11	-	-	-	13	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP027152.1	CP027152	208.849	52.9028	211	-	-	-	246	35
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed7	NZ_CP027153.1	CP027153	6.547	45.7156	6	-	-	-	6	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed9	NZ_CP027154.1	CP027154	11.576	54.4921	19	-	-	-	21	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed6	NZ_CP027155.1	CP027155	49	50.0041	51	-	-	-	54	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP027156.1	CP027156	184.525	44.5983	190	-	-	-	208	18
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed6	NZ_CP027157.1	CP027157	27.546	45.7054	31	-	-	-	33	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP027158.1	CP027158	113.639	53.9295	129	-	-	-	143	14
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed7	NZ_CP027159.1	CP027159	5.563	41.9378	8	-	-	-	10	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP027161.1	CP027161	207.543	52.8994	211	-	-	-	245	34
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP027162.1	CP027162	42.42	53.2485	39	-	-	-	52	13
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed5	NZ_CP027163.1	CP027163	1.207	48.9644	2	-	-	-	3	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed4	NZ_CP027164.1	CP027164	5.446	59.1627	4	-	-	-	6	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p48896_1	NZ_CP024430.1	CP024430	131.243	51.7948	137	-	-	-	175	38
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p48896_2	NZ_CP024431.1	CP024431	114.815	53.1734	115	-	-	-	132	17
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p48896_3	NZ_CP024432.1	CP024432	45.291	34.7265	61	-	-	-	62	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p48896_4	NZ_CP024433.1	CP024433	55.118	52.8357	54	-	-	-	58	4
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p48896_5	NZ_CP024434.1	CP024434	4.715	41.1029	5	-	-	-	6	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p48896_6	NZ_CP024435.1	CP024435	4.167	41.4927	5	-	-	-	7	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p48896_7	NZ_CP024436.1	CP024436	2.056	56.5661	2	-	-	-	2	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed	NZ_CP027603.1	CP027603	457.578	49.6009	412	-	-	-	510	98
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1_095084	NZ_CP027065.2	CP027065	10.06	55.0596	14	-	-	-	14	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p2_095084	NZ_CP027066.2	CP027066	5.596	51.1437	7	-	-	-	10	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC2_095084	NZ_CP027067.1	CP027067	120.074	53.8751	153	-	-	-	199	46
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	-	CP024579	4.163	45.7843	7	-	-	-	8	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	-	CP024580	4.709	43.1939	7	-	-	-	7	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pGMI16-005_01	NZ_CP028181.1	CP028181	227.967	53.4235	216	-	-	-	261	45
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pGMI16-005_02	NZ_CP028182.1	CP028182	43.38	46.8349	54	-	-	-	58	4
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pGMI16-006_1	NZ_CP028177.1	CP028177	116.768	52.5272	140	-	-	-	155	15
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pGMI16-006_2	NZ_CP028178.1	CP028178	100.222	52.245	97	-	-	-	111	14
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pGMI16-006_3	NZ_CP028179.1	CP028179	38.695	52.6812	44	-	-	-	53	9
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pNH25.1	NZ_CP024875.1	CP024875	227.692	51.3817	188	-	-	-	266	78
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pNH25.2	NZ_CP024876.1	CP024876	129.299	53.4567	159	-	-	-	182	23
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pNH25.3	NZ_CP024877.1	CP024877	109.72	48.858	115	-	1	-	120	4
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pNH25.4	NZ_CP024878.1	CP024878	73.339	52.2969	83	-	-	-	89	6
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pNH25.5	NZ_CP024879.1	CP024879	38.383	50.4781	47	-	-	-	50	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPNH54.1	NZ_CP024917.1	CP024917	126.018	52.7004	158	-	-	-	175	17
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPNH54.2	NZ_CP024918.1	CP024918	81.261	49.4038	97	-	-	-	110	13
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPNH54.3	NZ_CP024919.1	CP024919	33.858	41.5559	45	-	-	-	49	4
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pSCM96-1	NZ_CP028717.1	CP028717	134.869	52.6363	171	-	-	-	192	21
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pSCM96-2	NZ_CP028718.1	CP028718	46.161	46.6454	57	-	-	-	61	4
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKp589-46	NZ_CP028818.1	CP028818	46.885	51.5367	53	-	-	-	58	5
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP028929.1	CP028929	283.371	46.4105	294	-	-	-	331	37
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP028930.1	CP028930	103.694	50.9962	98	-	-	-	123	25
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed3	NZ_CP028931.1	CP028931	70.829	52.919	86	-	-	-	100	14
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1_085072	NZ_CP028801.1	CP028801	10.06	55.0596	13	-	-	-	14	1
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p2_085072	NZ_CP028802.1	CP028802	6.425	50.4436	5	-	-	-	9	4
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p3_085072	NZ_CP028803.1	CP028803	5.897	44.4124	7	-	-	-	9	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pCMY2_085072	NZ_CP028804.1	CP028804	323.934	52.6082	367	-	-	-	410	43
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC2_085072	NZ_CP028805.1	CP028805	131.028	51.8019	137	-	-	-	168	31
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1_020036	NZ_CP028579.1	CP028579	28.689	52.2988	29	-	-	-	34	5
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p2_020036	NZ_CP028580.1	CP028580	12.746	55.3742	15	-	-	-	18	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p3_020036	NZ_CP028581.1	CP028581	5.596	51.1437	7	-	-	-	10	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC2_020036	NZ_CP028582.1	CP028582	149.258	53.5475	176	-	-	-	218	42
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1_040035	NZ_CP028794.1	CP028794	54.847	52.8069	56	-	-	-	58	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p2_040035	NZ_CP028795.1	CP028795	5.596	51.1437	6	-	-	-	8	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC2_040035	NZ_CP028796.1	CP028796	112.467	54.5093	139	-	-	-	180	41
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p1_020030	NZ_CP028788.1	CP028788	10.06	55.0596	14	-	-	-	14	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	p2_020030	NZ_CP028789.1	CP028789	5.596	51.1437	7	-	-	-	10	3
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC2_020030	NZ_CP028790.1	CP028790	104.81	53.0541	128	-	-	-	163	35
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pOXA1_020030	NZ_CP028791.1	CP028791	288.222	46.8521	300	-	-	-	345	45
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pQnrS1_020030	NZ_CP028792.1	CP028792	125.009	51.9955	127	-	-	-	153	26
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP028954.1	CP028954	214.704	51.6055	205	-	-	-	235	30
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed2	NZ_CP028955.1	CP028955	134.346	52.8933	142	-	-	-	177	35
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pMR0617ndm	NZ_CP024039.1	CP024039	125.285	50.2694	133	-	-	-	178	45
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pMR0617ctx	NZ_CP024040.1	CP024040	122.082	52.2944	136	-	-	-	154	18
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pMR0617mcr	NZ_CP024041.1	CP024041	33.858	41.5589	45	-	-	-	49	4
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pMR0617oxa	NZ_CP024042.1	CP024042	6.141	52.2065	6	-	-	-	8	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN479404_5.3	NZ_CP024043.1	CP024043	5.251	49.2478	6	-	-	-	6	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pMRSN479404_4.7	NZ_CP024044.1	CP024044	4.66	43.7983	7	-	-	-	9	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed1	NZ_CP028991.1	CP028991	85.698	51.4971	91	-	-	-	115	24
